POSTAL_CODE,CITY,PROVINCE_ABBR,TIME_ZONE,LATITUDE,LONGITUDE
V8X 4L2,VICTORIA,BC,8,48.478732,-123.371737
V9C 2H7,VICTORIA,BC,8,48.4219534,-123.4872739
V8Z 5Y2,VICTORIA,BC,8,48.5526962,-123.3989326
V8P 2X2,VICTORIA,BC,8,48.462786,-123.331129
V9A 7P5,VICTORIA,BC,8,48.428924,-123.421825
V8V 3P2,VICTORIA,BC,8,48.425465,-123.347139
V9B 2W1,VICTORIA,BC,8,48.4284207,-123.3656444
V8R 1M5,VICTORIA,BC,8,48.428573,-123.342102
V8V 3E7,VICTORIA,BC,8,48.420689,-123.359436
V8N 4K5,VICTORIA,BC,8,48.4550233,-123.2802245
V8R 6C1,VICTORIA,BC,8,48.441104,-123.311855
V8Z 4T6,VICTORIA,BC,8,48.464971,-123.40884
V9B 3A4,VICTORIA,BC,8,48.454469,-123.468445
V8P 2H1,VICTORIA,BC,8,48.460619,-123.334776
V8W 2L1,VICTORIA,BC,8,48.426883,-123.359103
V9A 5W4,VICTORIA,BC,8,48.419917,-123.404929
V8N 6G7,VICTORIA,BC,8,48.4799111,-123.3169799
V8R 4B7,VICTORIA,BC,8,48.432765,-123.338373
V9B 1G2,VICTORIA,BC,8,48.452044,-123.463331
V8T 4E3,VICTORIA,BC,8,48.438367,-123.358562
V9A 5X1,VICTORIA,BC,8,48.441744,-123.397503
V9B 3N8,VICTORIA,BC,8,48.454424,-123.493594
V8S 1K9,VICTORIA,BC,8,48.413103,-123.33259
V8X 3Y7,VICTORIA,BC,8,48.481262,-123.385487
V8W 1P8,VICTORIA,BC,8,48.428606,-123.363418
V8N 4K8,VICTORIA,BC,8,48.453554,-123.278765
V9A 7C9,VICTORIA,BC,8,48.453024,-123.39451
V9A 1R8,VICTORIA,BC,8,48.44517,-123.385251
V8Y 2S4,VICTORIA,BC,8,48.5087871,-123.3727916
V9B 1Y7,VICTORIA,BC,8,48.4334881,-123.5263657
V8W 2C3,VICTORIA,BC,8,48.4237725,-123.3653838
V9A 0B1,VICTORIA,BC,8,48.4269827,-123.3792637
V9A 2L6,VICTORIA,BC,8,48.455293,-123.409872
V8T 0C7,VICTORIA,BC,8,48.4302392,-123.3660389
V8S 4Y2,VICTORIA,BC,8,48.421784,-123.311741
V8X 2T4,VICTORIA,BC,8,48.452867,-123.365608
V8Z 5K4,VICTORIA,BC,8,48.483985,-123.4198
V8V 3W2,VICTORIA,BC,8,48.423883,-123.356818
V8S 2R7,VICTORIA,BC,8,48.416264,-123.315585
V9A 3E7,VICTORIA,BC,8,48.433775,-123.384907
V8R 5J4,VICTORIA,BC,8,48.438911,-123.31277
V8P 4C3,VICTORIA,BC,8,48.449965,-123.334226
V9A 5J5,VICTORIA,BC,8,48.4253435,-123.4015408
V8N 2M9,VICTORIA,BC,8,48.4868486,-123.3279768
V8Y 2N1,VICTORIA,BC,8,48.5269262,-123.3674271
V8T 3M4,VICTORIA,BC,8,48.435573,-123.351042
V9B 2P9,VICTORIA,BC,8,48.4441858,-123.4759295
V8R 2M6,VICTORIA,BC,8,48.436745,-123.32035
V8X 3V2,VICTORIA,BC,8,48.498514,-123.367325
V9B 0J8,VICTORIA,BC,8,48.488551,-123.49608
V8Y 3K6,VICTORIA,BC,8,48.507776,-123.369269
V9B 6T8,VICTORIA,BC,8,48.471273,-123.525002
V8V 3A5,VICTORIA,BC,8,48.417876,-123.354893
V8R 3L1,VICTORIA,BC,8,48.43961,-123.3102575
V8R 3N1,VICTORIA,BC,8,48.442242,-123.306459
V8W 9T1,VICTORIA,BC,8,48.474253,-123.363133
V8Z 1W2,VICTORIA,BC,8,48.460284,-123.386274
V8S 5L1,VICTORIA,BC,8,48.419578,-123.326246
V9B 0M2,VICTORIA,BC,8,48.4690605,-123.5029896
V8R 1J5,VICTORIA,BC,8,48.429288,-123.330764
V9A 2X7,VICTORIA,BC,8,48.4406857,-123.3987997
V9B 0T1,VICTORIA,BC,8,48.4423363,-123.5375308
V8T 2A2,VICTORIA,BC,8,48.441119,-123.34574
V8Z 1Y9,VICTORIA,BC,8,48.463408,-123.390226
V8R 3T7,VICTORIA,BC,8,48.437012,-123.343596
V8W 2R1,VICTORIA,BC,8,48.422728,-123.362978
V8P 2H6,VICTORIA,BC,8,48.463047,-123.357637
V9A 6R7,VICTORIA,BC,8,48.4265128,-123.4216902
V8X 1H3,VICTORIA,BC,8,48.462356,-123.361844
V8Z 2H6,VICTORIA,BC,8,48.4743141,-123.3949804
V8P 1C6,VICTORIA,BC,8,48.447965,-123.329234
V8P 5B9,VICTORIA,BC,8,48.448649,-123.315608
V8V 3C5,VICTORIA,BC,8,48.41945,-123.355067
V8R 2P2,VICTORIA,BC,8,48.437623,-123.32493
V8T 3Z3,VICTORIA,BC,8,48.441617,-123.356829
V8Y 3B8,VICTORIA,BC,8,48.5066206,-123.3598232
V8R 3Z5,VICTORIA,BC,8,48.429515,-123.338988
V8X 4N6,VICTORIA,BC,8,48.495219,-123.371598
V9C 2N4,VICTORIA,BC,8,48.421295,-123.49667
V8R 1S3,VICTORIA,BC,8,48.430429,-123.342011
V8P 1K4,VICTORIA,BC,8,48.452202,-123.322312
V8X 5E6,VICTORIA,BC,8,48.4885016,-123.3702816
V8P 1Z3,VICTORIA,BC,8,48.458946,-123.351565
V8N 4X2,VICTORIA,BC,8,48.481876,-123.321208
V8X 2W1,VICTORIA,BC,8,48.454528,-123.36654
V8W 3W6,VICTORIA,BC,8,48.430734,-123.36261
V8N 2P7,VICTORIA,BC,8,48.481136,-123.312685
V8P 1M9,VICTORIA,BC,8,48.454101,-123.356548
V8T 1X5,VICTORIA,BC,8,48.438321,-123.352269
V8R 5H2,VICTORIA,BC,8,48.431429,-123.304331
V8Z 3N7,VICTORIA,BC,8,48.4454116,-123.3742542
V9B 3A9,VICTORIA,BC,8,48.4492528,-123.4954748
V8N 3T7,VICTORIA,BC,8,48.486983,-123.304438
V8N 5K5,VICTORIA,BC,8,48.471857,-123.308237
V8S 5G9,VICTORIA,BC,8,48.417029,-123.307627
V8S 1S5,VICTORIA,BC,8,48.420156,-123.324325
V8P 1C9,VICTORIA,BC,8,48.447957,-123.327118
V8S 1M5,VICTORIA,BC,8,48.414487,-123.340804
V8Z 1K4,VICTORIA,BC,8,48.456504,-123.388077
V8T 2V4,VICTORIA,BC,8,48.447219,-123.353481
V8X 2S3,VICTORIA,BC,8,48.451472,-123.359177
V8P 0A1,VICTORIA,BC,8,48.459084,-123.330256
V8N 5G4,VICTORIA,BC,8,48.484015,-123.325908
V8Z 5C6,VICTORIA,BC,8,48.4712147,-123.4146001
V9B 5N5,VICTORIA,BC,8,48.4460144,-123.4861542
V9A 6S9,VICTORIA,BC,8,48.423425,-123.407612
V8N 5V2,VICTORIA,BC,8,48.483445,-123.312941
V9C 1Z4,VICTORIA,BC,8,48.420494,-123.484087
V9B 3T8,VICTORIA,BC,8,48.454939,-123.497484
V9C 0K3,VICTORIA,BC,8,48.421269,-123.512667
V8W 1H9,VICTORIA,BC,8,48.426065,-123.369283
V8W 1B1,VICTORIA,BC,8,48.4209172,-123.3643209
V9A 4M9,VICTORIA,BC,8,48.4380561,-123.419014
V8Z 4J7,VICTORIA,BC,8,48.46171,-123.388738
V8R 6A8,VICTORIA,BC,8,48.4384121,-123.3034034
V9A 5N9,VICTORIA,BC,8,48.42147,-123.408446
V8S 1B5,VICTORIA,BC,8,48.409147,-123.346279
V8X 3B1,VICTORIA,BC,8,48.4628579,-123.3638256
V8Z 7G5,VICTORIA,BC,8,48.55593,-123.394369
V9A 2R2,VICTORIA,BC,8,48.452251,-123.422418
V8T 2B2,VICTORIA,BC,8,48.441049,-123.34568
V8X 1R2,VICTORIA,BC,8,48.451517,-123.371971
V8N 3E5,VICTORIA,BC,8,48.475089,-123.332582
V8P 5G8,VICTORIA,BC,8,48.450446,-123.333145
V9C 0C3,VICTORIA,BC,8,48.4113444,-123.5107839
V8X 4G8,VICTORIA,BC,8,48.479281,-123.367546
V8T 4H8,VICTORIA,BC,8,48.435679,-123.361051
V8S 4K2,VICTORIA,BC,8,48.413823,-123.323229
V9B 5B1,VICTORIA,BC,8,48.4549637,-123.5506705
V8N 3S5,VICTORIA,BC,8,48.489427,-123.317406
V8P 1R6,VICTORIA,BC,8,48.454021,-123.323193
V8V 4H8,VICTORIA,BC,8,48.410887,-123.351987
V8T 0A2,VICTORIA,BC,8,48.44116,-123.344797
V8N 3L2,VICTORIA,BC,8,48.485021,-123.325451
V8P 4L7,VICTORIA,BC,8,48.448318,-123.330656
V8P 3Y1,VICTORIA,BC,8,48.466534,-123.339661
V8N 6N3,VICTORIA,BC,8,48.474454,-123.310223
V9C 1X7,VICTORIA,BC,8,48.417326,-123.477215
V8T 2V8,VICTORIA,BC,8,48.447876,-123.346936
V8N 4R8,VICTORIA,BC,8,48.4757907,-123.3199021
V8X 1V8,VICTORIA,BC,8,48.455459,-123.368041
V9B 6W7,VICTORIA,BC,8,48.464688,-123.496746
V8R 4J7,VICTORIA,BC,8,48.442097,-123.334828
V9B 6N2,VICTORIA,BC,8,48.455118,-123.496114
V8R 1Y9,VICTORIA,BC,8,48.433236,-123.333418
V8S 1Z9,VICTORIA,BC,8,48.4242485,-123.3452336
V8T 1E5,VICTORIA,BC,8,48.431078,-123.364359
V8S 3K4,VICTORIA,BC,8,48.418242,-123.344509
V8V 1A9,VICTORIA,BC,8,48.413026,-123.379726
V9B 6A1,VICTORIA,BC,8,48.430803,-123.537324
V8S 4Z7,VICTORIA,BC,8,48.416703,-123.309665
V8Z 2B7,VICTORIA,BC,8,48.46927,-123.392536
V8X 1H8,VICTORIA,BC,8,48.461095,-123.36055
V8Y 2Z7,VICTORIA,BC,8,48.535786,-123.3794653
V9A 4C9,VICTORIA,BC,8,48.43297,-123.393715
V8N 2S4,VICTORIA,BC,8,48.4878138,-123.3185297
V8Z 7K9,VICTORIA,BC,8,48.4752017,-123.4146367
V8R 1G8,VICTORIA,BC,8,48.426287,-123.311903
V9B 4J9,VICTORIA,BC,8,48.4309788,-123.5337426
V8N 5R7,VICTORIA,BC,8,48.4884271,-123.3330045
V9A 1L3,VICTORIA,BC,8,48.443385,-123.385193
V8R 6B6,VICTORIA,BC,8,48.446161,-123.307396
V8N 6J6,VICTORIA,BC,8,48.466886,-123.291917
V9B 1E8,VICTORIA,BC,8,48.452044,-123.463331
V9B 6L7,VICTORIA,BC,8,48.463217,-123.444177
V8R 5Y7,VICTORIA,BC,8,48.439652,-123.306805
V8P 3A4,VICTORIA,BC,8,48.464972,-123.334322
V9B 4X6,VICTORIA,BC,8,48.459782,-123.485966
V8Y 2Z8,VICTORIA,BC,8,48.5130411,-123.3775888
V8N 1H7,VICTORIA,BC,8,48.471727,-123.322181
V8S 1M6,VICTORIA,BC,8,48.41441,-123.340964
V9C 2T8,VICTORIA,BC,8,48.4293841,-123.5048315
V8P 5R2,VICTORIA,BC,8,48.4511873,-123.3195894
V9A 4R6,VICTORIA,BC,8,48.437368,-123.393789
V8T 2J7,VICTORIA,BC,8,48.444786,-123.340919
V9B 0S7,VICTORIA,BC,8,48.4457052,-123.5339963
V9C 1E7,VICTORIA,BC,8,48.439884,-123.471075
V8Z 3G3,VICTORIA,BC,8,48.496882,-123.39032
V9C 2R2,VICTORIA,BC,8,48.4202175,-123.4988777
V8R 6L5,VICTORIA,BC,8,48.4433426,-123.2936774
V9B 4G9,VICTORIA,BC,8,48.4302904,-123.53801
V9B 1T2,VICTORIA,BC,8,48.455195,-123.441794
V8Z 2H7,VICTORIA,BC,8,48.475251,-123.387131
V8P 5J7,VICTORIA,BC,8,48.451882,-123.342256
V9A 1X4,VICTORIA,BC,8,48.447885,-123.393438
V9A 1K8,VICTORIA,BC,8,48.443644,-123.387748
V9C 1W3,VICTORIA,BC,8,48.4170274,-123.4808226
V8Z 4V3,VICTORIA,BC,8,48.468477,-123.40729
V8Z 0E3,VICTORIA,BC,8,48.460519,-123.380547
V8R 6C5,VICTORIA,BC,8,48.442839,-123.308622
V8V 2R8,VICTORIA,BC,8,48.409648,-123.35154
V9A 2N9,VICTORIA,BC,8,48.433062,-123.417101
V9A 3A6,VICTORIA,BC,8,48.436514,-123.386212
V8Z 4G8,VICTORIA,BC,8,48.482007,-123.400553
V8Y 2A4,VICTORIA,BC,8,48.51759,-123.372662
V9C 1C9,VICTORIA,BC,8,48.4372515,-123.4568377
V8R 3R5,VICTORIA,BC,8,48.443359,-123.29473
V8T 2N1,VICTORIA,BC,8,48.443626,-123.351164
V9A 4X1,VICTORIA,BC,8,48.4330087,-123.3965836
V8P 1T5,VICTORIA,BC,8,48.455243,-123.34057
V8Z 0B3,VICTORIA,BC,8,48.4743839,-123.4011037
V8P 4P7,VICTORIA,BC,8,48.453339,-123.326536
V9A 6E8,VICTORIA,BC,8,48.438177,-123.405684
V8R 3X4,VICTORIA,BC,8,48.4296,-123.342227
V8N 3C6,VICTORIA,BC,8,48.494721,-123.335005
V8N 1J4,VICTORIA,BC,8,48.4665147,-123.303556
V8Z 5J7,VICTORIA,BC,8,48.478813,-123.418025
V8S 1G3,VICTORIA,BC,8,48.414306,-123.33291
V8R 4A9,VICTORIA,BC,8,48.438228,-123.339647
V8Z 3K8,VICTORIA,BC,8,48.485446,-123.384796
V8W 1B3,VICTORIA,BC,8,48.421812,-123.360615
V8T 3Z6,VICTORIA,BC,8,48.443728,-123.357607
V8S 4N6,VICTORIA,BC,8,48.431205,-123.337144
V8Z 5P9,VICTORIA,BC,8,48.554091,-123.399007
V8Z 6J9,VICTORIA,BC,8,48.4650927,-123.3918037
V8W 9W9,VICTORIA,BC,8,48.425347,-123.364657
V8Z 4Z2,VICTORIA,BC,8,48.4832646,-123.3995314
V9B 5M8,VICTORIA,BC,8,48.433649,-123.507356
V8X 5E1,VICTORIA,BC,8,48.451551,-123.391951
V9B 3E8,VICTORIA,BC,8,48.455276,-123.488627
V8P 2K3,VICTORIA,BC,8,48.466091,-123.350385
V9A 1R1,VICTORIA,BC,8,48.443891,-123.383288
V8N 1S7,VICTORIA,BC,8,48.45424,-123.276298
V8X 3W3,VICTORIA,BC,8,48.448033,-123.369965
V9C 2P9,VICTORIA,BC,8,48.419779,-123.496611
V9A 3J1,VICTORIA,BC,8,48.432315,-123.385186
V8Z 5N8,VICTORIA,BC,8,48.507734,-123.401794
V8N 3W7,VICTORIA,BC,8,48.492303,-123.306917
V8P 4H5,VICTORIA,BC,8,48.4622057,-123.332735
V8W 3Z5,VICTORIA,BC,8,48.421133,-123.364712
V8P 2P7,VICTORIA,BC,8,48.4603,-123.330153
V8S 4B8,VICTORIA,BC,8,48.422365,-123.327332
V8R 1M3,VICTORIA,BC,8,48.4284325,-123.3450456
V8S 3G3,VICTORIA,BC,8,48.425148,-123.320503
V8R 1L6,VICTORIA,BC,8,48.427559,-123.342519
V9A 1T3,VICTORIA,BC,8,48.444678,-123.389796
V8T 3H8,VICTORIA,BC,8,48.44381,-123.346319
V8S 3T5,VICTORIA,BC,8,48.424846,-123.338133
V9B 1J8,VICTORIA,BC,8,48.45291,-123.425147
V8Z 5W1,VICTORIA,BC,8,48.556887,-123.401342
V9B 2X5,VICTORIA,BC,8,48.4490149,-123.4994632
V8Z 3J8,VICTORIA,BC,8,48.514367,-123.405667
V8X 4V9,VICTORIA,BC,8,48.4832144,-123.3825323
V8V 4J3,VICTORIA,BC,8,48.420196,-123.349563
V8Z 4Y5,VICTORIA,BC,8,48.4802849,-123.3963712
V8T 4V5,VICTORIA,BC,8,48.444925,-123.377903
V8N 2Y2,VICTORIA,BC,8,48.49019,-123.3121
V8T 2S2,VICTORIA,BC,8,48.445904,-123.351044
V8X 2Y1,VICTORIA,BC,8,48.458497,-123.362211
V9B 1H4,VICTORIA,BC,8,48.452044,-123.463331
V9A 2G3,VICTORIA,BC,8,48.4555125,-123.4114449
V8R 1N6,VICTORIA,BC,8,48.42839,-123.32367
V9A 5X8,VICTORIA,BC,8,48.444518,-123.399345
V8X 2Z9,VICTORIA,BC,8,48.460221,-123.3689
V8R 5P3,VICTORIA,BC,8,48.4426523,-123.3149614
V8R 2N8,VICTORIA,BC,8,48.438025,-123.33478
V9B 3P8,VICTORIA,BC,8,48.4645483,-123.4965556
V9B 6S9,VICTORIA,BC,8,48.47401,-123.502809
V8N 4C4,VICTORIA,BC,8,48.462178,-123.298803
V8Y 2J2,VICTORIA,BC,8,48.510924,-123.365342
V8Z 7Y4,VICTORIA,BC,8,48.480582,-123.403625
V8S 1Z3,VICTORIA,BC,8,48.424683,-123.34211
V8Y 2B3,VICTORIA,BC,8,48.510865,-123.370262
V9B 4B4,VICTORIA,BC,8,48.442597,-123.526302
V8T 5G6,VICTORIA,BC,8,48.436219,-123.359907
V8R 6E1,VICTORIA,BC,8,48.445001,-123.3047124
V8T 5C2,VICTORIA,BC,8,48.443099,-123.366492
V8W 9M9,VICTORIA,BC,8,48.474225,-123.363133
V9C 1P8,VICTORIA,BC,8,48.426974,-123.490179
V8P 4B3,VICTORIA,BC,8,48.451268,-123.336607
V8N 2Y8,VICTORIA,BC,8,48.4866306,-123.3075982
V9C 0B7,VICTORIA,BC,8,48.4160101,-123.5009913
V8Y 1N2,VICTORIA,BC,8,48.526026,-123.371143
V8N 5C7,VICTORIA,BC,8,48.4803007,-123.3408641
V8N 1V9,VICTORIA,BC,8,48.4663441,-123.2952532
V8Z 1M5,VICTORIA,BC,8,48.444087,-123.373764
V8W 1J9,VICTORIA,BC,8,48.425193,-123.363771
V8T 3B6,VICTORIA,BC,8,48.447219,-123.340961
V8T 1R4,VICTORIA,BC,8,48.435653,-123.362259
V8P 2B1,VICTORIA,BC,8,48.459676,-123.320402
V9B 1K1,VICTORIA,BC,8,48.4558558,-123.4394889
V8P 3Z5,VICTORIA,BC,8,48.463983,-123.336428
V8N 4E1,VICTORIA,BC,8,48.463954,-123.29419
V9C 1A2,VICTORIA,BC,8,48.454851,-123.458715
V8Z 2W3,VICTORIA,BC,8,48.47917,-123.41643
V8Z 4K7,VICTORIA,BC,8,48.463648,-123.391041
V8W 1Y6,VICTORIA,BC,8,48.426496,-123.367487
V9A 3T2,VICTORIA,BC,8,48.431029,-123.384722
V9A 4B1,VICTORIA,BC,8,48.4309193,-123.3912253
V8X 4Y8,VICTORIA,BC,8,48.448847,-123.350159
V8N 3N1,VICTORIA,BC,8,48.470043,-123.328757
V9B 5W1,VICTORIA,BC,8,48.4670148,-123.5081542
V8N 6A5,VICTORIA,BC,8,48.4745297,-123.3361981
V9A 2M8,VICTORIA,BC,8,48.455538,-123.415993
V8T 3M1,VICTORIA,BC,8,48.4385545,-123.3492675
V9C 0G7,VICTORIA,BC,8,48.3859858,-123.5506746
V8X 1X9,VICTORIA,BC,8,48.458052,-123.368902
V8P 4E5,VICTORIA,BC,8,48.45628,-123.33506
V8Z 4H7,VICTORIA,BC,8,48.458681,-123.389687
V8P 3S7,VICTORIA,BC,8,48.464745,-123.344101
V8V 2C8,VICTORIA,BC,8,48.414069,-123.378739
V9B 6A7,VICTORIA,BC,8,48.451521,-123.474466
V9B 6Z2,VICTORIA,BC,8,48.4504908,-123.4999825
V8Y 1P7,VICTORIA,BC,8,48.530558,-123.3860149
V8X 1L9,VICTORIA,BC,8,48.44689,-123.362538
V8N 5K1,VICTORIA,BC,8,48.4716231,-123.3128292
V8V 2B3,VICTORIA,BC,8,48.418353,-123.377673
V8R 3L5,VICTORIA,BC,8,48.441593,-123.310871
V8R 1E2,VICTORIA,BC,8,48.426458,-123.323659
V8R 5Y3,VICTORIA,BC,8,48.43778,-123.30828
V8X 3A2,VICTORIA,BC,8,48.461308,-123.370044
V8P 1E6,VICTORIA,BC,8,48.448492,-123.321921
V8T 1V7,VICTORIA,BC,8,48.436287,-123.349307
V9B 4B1,VICTORIA,BC,8,48.441475,-123.522833
V8P 1N8,VICTORIA,BC,8,48.454119,-123.342626
V8X 1J4,VICTORIA,BC,8,48.464956,-123.360376
V8R 6A9,VICTORIA,BC,8,48.44317,-123.31205
V8S 4K7,VICTORIA,BC,8,48.415893,-123.324207
V8T 1W3,VICTORIA,BC,8,48.436233,-123.345756
V8P 4M1,VICTORIA,BC,8,48.4471075,-123.3295155
V9B 3W6,VICTORIA,BC,8,48.450711,-123.501293
V8Z 4E2,VICTORIA,BC,8,48.486424,-123.403118
V9A 1N1,VICTORIA,BC,8,48.4417645,-123.3763065
V9C 0A6,VICTORIA,BC,8,48.396443,-123.537949
V8V 1Y2,VICTORIA,BC,8,48.420459,-123.382686
V9A 7R1,VICTORIA,BC,8,48.4463825,-123.412468
V9B 5R4,VICTORIA,BC,8,48.4591988,-123.439324
V8T 4X1,VICTORIA,BC,8,48.4399607,-123.3614281
V8R 1M8,VICTORIA,BC,8,48.428297,-123.330053
V9B 4N3,VICTORIA,BC,8,48.4523497,-123.50656
V8W 1B6,VICTORIA,BC,8,48.423748,-123.368002
V8Y 1W2,VICTORIA,BC,8,48.519503,-123.382483
V8T 4K9,VICTORIA,BC,8,48.432411,-123.364497
V8Z 1C2,VICTORIA,BC,8,48.447839,-123.376453
V9A 4H9,VICTORIA,BC,8,48.450674,-123.418728
V9A 1Z8,VICTORIA,BC,8,48.442008,-123.40211
V9B 6L2,VICTORIA,BC,8,48.504076,-123.51439
V8X 1G6,VICTORIA,BC,8,48.4518712,-123.3608169
V9B 2N8,VICTORIA,BC,8,48.4402988,-123.5118009
V9C 3Z3,VICTORIA,BC,8,48.3927003,-123.5508164
V8R 4B9,VICTORIA,BC,8,48.434317,-123.338638
V8W 1L8,VICTORIA,BC,8,48.4259333,-123.36202
V9A 1V2,VICTORIA,BC,8,48.446244,-123.390562
V8Z 3E1,VICTORIA,BC,8,48.4918558,-123.3995087
V8T 0B8,VICTORIA,BC,8,48.4399898,-123.3603921
V8R 2Z4,VICTORIA,BC,8,48.441959,-123.333427
V8Z 2M1,VICTORIA,BC,8,48.462067,-123.398766
V9C 1G5,VICTORIA,BC,8,48.438078,-123.468107
V8P 2Y2,VICTORIA,BC,8,48.463408,-123.331923
V8P 4N8,VICTORIA,BC,8,48.44904,-123.327409
V8N 4P7,VICTORIA,BC,8,48.4931664,-123.3309003
V8Z 7H1,VICTORIA,BC,8,48.4716024,-123.417435
V8S 4Z3,VICTORIA,BC,8,48.42594,-123.310343
V8Z 1T8,VICTORIA,BC,8,48.4590265,-123.387628
V8T 1W2,VICTORIA,BC,8,48.436105,-123.345484
V8S 1J5,VICTORIA,BC,8,48.4091483,-123.3304176
V8P 5T4,VICTORIA,BC,8,48.45379,-123.324126
V8T 4R5,VICTORIA,BC,8,48.4365819,-123.3694201
V8T 2P9,VICTORIA,BC,8,48.444592,-123.355192
V8R 4W8,VICTORIA,BC,8,48.431098,-123.325583
V9A 1S3,VICTORIA,BC,8,48.442594,-123.38869
V9B 3W8,VICTORIA,BC,8,48.456429,-123.498743
V8P 1K7,VICTORIA,BC,8,48.453372,-123.337607
V8Z 1S1,VICTORIA,BC,8,48.460562,-123.401561
V9B 5M3,VICTORIA,BC,8,48.4533971,-123.4456338
V8Z 6B3,VICTORIA,BC,8,48.565011,-123.4021157
V8P 3K8,VICTORIA,BC,8,48.455533,-123.352503
V8V 4Z4,VICTORIA,BC,8,48.420449,-123.376028
V9A 4R7,VICTORIA,BC,8,48.4373671,-123.395852
V8P 2G5,VICTORIA,BC,8,48.459141,-123.332845
V9B 0P1,VICTORIA,BC,8,48.453341,-123.490997
V8S 2C2,VICTORIA,BC,8,48.420815,-123.324945
V9A 1G5,VICTORIA,BC,8,48.45016,-123.392445
V8N 3R9,VICTORIA,BC,8,48.479021,-123.322778
V8N 5K7,VICTORIA,BC,8,48.471877,-123.3101363
V9A 1A8,VICTORIA,BC,8,48.446981,-123.379457
V9A 1X1,VICTORIA,BC,8,48.451115,-123.387986
V9B 4V4,VICTORIA,BC,8,48.45597,-123.4870388
V8S 2Z2,VICTORIA,BC,8,48.420202,-123.310585
V8N 4G6,VICTORIA,BC,8,48.460449,-123.290489
V8N 2K5,VICTORIA,BC,8,48.477042,-123.313199
V8V 2X3,VICTORIA,BC,8,48.41554,-123.353856
V8N 1J3,VICTORIA,BC,8,48.465722,-123.302396
V8P 1K6,VICTORIA,BC,8,48.4524323,-123.3399608
V8V 2R9,VICTORIA,BC,8,48.409719,-123.352123
V8Z 1L1,VICTORIA,BC,8,48.462044,-123.413057
V8R 3L4,VICTORIA,BC,8,48.438801,-123.30762
V9B 2T6,VICTORIA,BC,8,48.4487,-123.512129
V9B 4A9,VICTORIA,BC,8,48.438826,-123.516327
V9A 3V3,VICTORIA,BC,8,48.434795,-123.384747
V9A 5T9,VICTORIA,BC,8,48.435478,-123.398926
V9C 1C7,VICTORIA,BC,8,48.4373957,-123.4582612
V9A 3R7,VICTORIA,BC,8,48.4295254,-123.388906
V8P 4P6,VICTORIA,BC,8,48.4522133,-123.3257994
V9B 2L8,VICTORIA,BC,8,48.4317025,-123.5350651
V8W 2G2,VICTORIA,BC,8,48.427776,-123.364514
V9A 5P9,VICTORIA,BC,8,48.4191177,-123.4060265
V9B 6H7,VICTORIA,BC,8,48.493468,-123.533193
V8W 9V7,VICTORIA,BC,8,48.474267,-123.363133
V8V 4H9,VICTORIA,BC,8,48.416534,-123.350803
V8Z 3Z4,VICTORIA,BC,8,48.465969,-123.387624
V8T 2J1,VICTORIA,BC,8,48.442071,-123.350723
V8R 2S2,VICTORIA,BC,8,48.437525,-123.316078
V8Y 1C2,VICTORIA,BC,8,48.50302,-123.369909
V8N 2R1,VICTORIA,BC,8,48.48191,-123.316663
V9A 1N8,VICTORIA,BC,8,48.408153,-123.350517
V8X 4V7,VICTORIA,BC,8,48.4918769,-123.3706913
V9A 3C2,VICTORIA,BC,8,48.434656,-123.384876
V8Z 4S9,VICTORIA,BC,8,48.461184,-123.411348
V8P 2W7,VICTORIA,BC,8,48.46213,-123.324537
V9A 3S2,VICTORIA,BC,8,48.427943,-123.3753873
V8Z 1K1,VICTORIA,BC,8,48.456036,-123.38527
V9B 6M6,VICTORIA,BC,8,48.4598704,-123.5020451
V8P 3X8,VICTORIA,BC,8,48.465801,-123.339232
V8Z 3J2,VICTORIA,BC,8,48.5001296,-123.3902014
V8Z 1X3,VICTORIA,BC,8,48.461722,-123.39127
V8P 1K5,VICTORIA,BC,8,48.45238,-123.338506
V9A 1C1,VICTORIA,BC,8,48.448621,-123.383237
V8P 1E7,VICTORIA,BC,8,48.448635,-123.322834
V8P 5M6,VICTORIA,BC,8,48.464255,-123.345238
V9B 1B1,VICTORIA,BC,8,48.4529304,-123.4398829
V8T 3E3,VICTORIA,BC,8,48.427299,-123.346911
V8T 4J3,VICTORIA,BC,8,48.433536,-123.362419
V8X 1A9,VICTORIA,BC,8,48.453978,-123.356357
V8R 1N5,VICTORIA,BC,8,48.428285,-123.324949
V8R 2L9,VICTORIA,BC,8,48.435937,-123.328711
V8P 5K6,VICTORIA,BC,8,48.462717,-123.35179
V8P 4K5,VICTORIA,BC,8,48.458549,-123.331424
V9C 4B6,VICTORIA,BC,8,48.3980592,-123.4955435
V8R 3H9,VICTORIA,BC,8,48.439691,-123.313845
V8P 5S7,VICTORIA,BC,8,48.469775,-123.352551
V8N 2X8,VICTORIA,BC,8,48.49123,-123.315735
V8X 3Y5,VICTORIA,BC,8,48.477618,-123.384287
V8N 5S2,VICTORIA,BC,8,48.489631,-123.323827
V9A 7G5,VICTORIA,BC,8,48.43033,-123.379472
V8T 0A5,VICTORIA,BC,8,48.4288276,-123.3497584
V8N 6H3,VICTORIA,BC,8,48.480703,-123.319899
V9B 3R5,VICTORIA,BC,8,48.464057,-123.499362
V8S 4Y3,VICTORIA,BC,8,48.422076,-123.311659
V8N 3N2,VICTORIA,BC,8,48.469548,-123.32849
